Algorithm,Number of Nodes,Number of Edges,Computation Time,Path Found,Minimal Weight
Kruskal's Algorithm (without queue),100,2249,0.007357057999997,"[(2, 4, 1), (7, 75, 1), (8, 30, 1), (13, 60, 1), (14, 82, 1), (25, 30, 1), (26, 46, 1), (27, 87, 1), (29, 55, 1), (37, 81, 1), (37, 64, 1), (38, 47, 1), (62, 85, 1), (70, 81, 1), (82, 95, 1), (1, 25, 2), (2, 67, 2), (9, 67, 2), (16, 34, 2), (18, 57, 2), (19, 36, 2), (22, 69, 2), (22, 71, 2), (23, 65, 2), (31, 83, 2), (32, 79, 2), (32, 39, 2), (36, 37, 2), (45, 83, 2), (47, 48, 2), (50, 91, 2), (52, 97, 2), (55, 62, 2), (59, 81, 2), (69, 70, 2), (0, 5, 3), (1, 47, 3), (6, 9, 3), (9, 34, 3), (12, 86, 3), (13, 15, 3), (14, 26, 3), (21, 31, 3), (25, 60, 3), (25, 63, 3), (26, 49, 3), (32, 62, 3), (33, 90, 3), (39, 71, 3), (39, 65, 3), (44, 51, 3), (45, 82, 3), (51, 54, 3), (56, 75, 3), (57, 85, 3), (63, 95, 3), (68, 74, 3), (88, 97, 3), (0, 70, 4), (1, 97, 4), (1, 64, 4), (1, 11, 4), (9, 61, 4), (10, 84, 4), (10, 72, 4), (16, 50, 4), (17, 85, 4), (23, 43, 4), (34, 68, 4), (34, 92, 4), (35, 76, 4), (39, 86, 4), (42, 93, 4), (58, 61, 4), (69, 80, 4), (74, 88, 4), (75, 92, 4), (78, 79, 4), (5, 40, 5), (10, 49, 5), (11, 66, 5), (17, 42, 5), (37, 94, 5), (44, 49, 5), (48, 90, 5), (54, 76, 5), (11, 98, 6), (20, 34, 6), (38, 89, 6), (3, 51, 7), (28, 75, 7), (29, 87, 7), (67, 99, 7), (24, 64, 8), (41, 51, 8), (53, 71, 8), (57, 77, 8), (3, 96, 9), (73, 95, 9)]",340
Prim's Algorithm (without queue),100,2249,0.014501120000006,"[(0, 5, 3), (0, 70, 4), (70, 81, 1), (81, 37, 1), (37, 64, 1), (70, 69, 2), (81, 59, 2), (37, 36, 2), (69, 22, 2), (36, 19, 2), (22, 71, 2), (71, 39, 3), (39, 32, 2), (32, 79, 2), (39, 65, 3), (65, 23, 2), (32, 62, 3), (62, 85, 1), (62, 55, 2), (55, 29, 1), (85, 57, 3), (57, 18, 2), (70, 26, 4), (26, 46, 1), (26, 49, 3), (26, 14, 3), (14, 82, 1), (82, 95, 1), (82, 45, 3), (45, 83, 2), (83, 31, 2), (95, 63, 3), (31, 21, 3), (63, 25, 3), (25, 30, 1), (30, 8, 1), (25, 1, 2), (25, 60, 3), (60, 13, 1), (1, 47, 3), (47, 38, 1), (47, 48, 2), (13, 15, 3), (69, 80, 4), (39, 86, 4), (86, 12, 3), (79, 78, 4), (23, 43, 4), (85, 17, 4), (1, 97, 4), (97, 52, 2), (97, 88, 3), (1, 11, 4), (88, 74, 4), (74, 68, 3), (68, 34, 4), (34, 16, 2), (34, 9, 3), (9, 67, 2), (67, 2, 2), (2, 4, 1), (9, 6, 3), (34, 92, 4), (16, 50, 4), (50, 91, 2), (9, 61, 4), (92, 75, 4), (75, 7, 1), (75, 56, 3), (61, 58, 4), (5, 40, 5), (37, 94, 5), (49, 10, 5), (10, 84, 4), (10, 72, 4), (49, 44, 5), (44, 51, 3), (51, 54, 3), (48, 90, 5), (90, 33, 3), (17, 42, 5), (42, 93, 4), (11, 66, 5), (54, 76, 5), (76, 35, 4), (47, 20, 6), (38, 89, 6), (11, 98, 6), (29, 87, 7), (87, 27, 1), (67, 99, 7), (75, 28, 7), (51, 3, 7), (64, 24, 8), (71, 53, 8), (57, 77, 8), (51, 41, 8), (95, 73, 9), (40, 96, 9)]",340
Kruskal's Algorithm (without queue),100,2299,0.006213371999998,"[(0, 64, 1), (1, 11, 1), (1, 20, 1), (2, 87, 1), (7, 36, 1), (12, 54, 1), (18, 34, 1), (20, 59, 1), (21, 25, 1), (23, 74, 1), (29, 56, 1), (30, 71, 1), (32, 49, 1), (43, 54, 1), (52, 68, 1), (57, 98, 1), (62, 68, 1), (65, 89, 1), (68, 72, 1), (72, 79, 1), (1, 8, 2), (5, 61, 2), (5, 52, 2), (7, 45, 2), (9, 10, 2), (10, 12, 2), (14, 80, 2), (16, 73, 2), (20, 35, 2), (20, 70, 2), (21, 78, 2), (22, 65, 2), (24, 86, 2), (35, 97, 2), (39, 83, 2), (52, 53, 2), (57, 79, 2), (72, 95, 2), (74, 93, 2), (83, 98, 2), (88, 95, 2), (3, 82, 3), (4, 38, 3), (5, 64, 3), (12, 37, 3), (14, 53, 3), (16, 38, 3), (20, 96, 3), (22, 64, 3), (28, 62, 3), (29, 95, 3), (29, 43, 3), (29, 34, 3), (30, 73, 3), (31, 40, 3), (34, 81, 3), (42, 88, 3), (43, 99, 3), (50, 68, 3), (76, 94, 3), (0, 7, 4), (2, 53, 4), (4, 49, 4), (4, 65, 4), (6, 45, 4), (7, 15, 4), (7, 23, 4), (11, 99, 4), (11, 78, 4), (13, 29, 4), (16, 51, 4), (24, 62, 4), (35, 82, 4), (40, 57, 4), (41, 77, 4), (48, 71, 4), (54, 58, 4), (60, 79, 4), (60, 69, 4), (73, 84, 4), (41, 87, 5), (46, 70, 5), (47, 77, 5), (54, 63, 5), (8, 44, 6), (17, 70, 6), (27, 59, 6), (39, 75, 6), (39, 55, 6), (41, 94, 6), (10, 33, 7), (19, 30, 7), (26, 71, 7), (88, 91, 7), (47, 66, 8), (69, 90, 8), (85, 99, 8), (21, 67, 10), (13, 92, 13)]",330
Prim's Algorithm (without queue),100,2299,0.014640274000001,"[(0, 64, 1), (64, 22, 3), (22, 65, 2), (65, 89, 1), (64, 5, 3), (5, 61, 2), (5, 52, 2), (52, 68, 1), (68, 62, 1), (68, 72, 1), (72, 79, 1), (52, 53, 2), (72, 95, 2), (79, 57, 2), (57, 98, 1), (95, 88, 2), (98, 83, 2), (83, 39, 2), (68, 50, 3), (62, 28, 3), (79, 37, 3), (53, 14, 3), (14, 80, 2), (95, 29, 3), (29, 56, 1), (88, 42, 3), (37, 54, 3), (54, 12, 1), (54, 43, 1), (12, 10, 2), (10, 9, 2), (29, 34, 3), (34, 18, 1), (43, 99, 3), (34, 81, 3), (0, 7, 4), (7, 36, 1), (7, 45, 2), (65, 4, 4), (4, 38, 3), (38, 16, 3), (16, 73, 2), (73, 30, 3), (30, 71, 1), (62, 24, 4), (24, 86, 2), (79, 60, 4), (53, 2, 4), (2, 87, 1), (57, 40, 4), (40, 31, 3), (39, 21, 4), (21, 25, 1), (21, 78, 2), (29, 13, 4), (54, 58, 4), (99, 11, 4), (11, 1, 1), (1, 20, 1), (20, 59, 1), (1, 8, 2), (20, 35, 2), (20, 70, 2), (35, 97, 2), (20, 96, 3), (7, 15, 4), (7, 23, 4), (23, 74, 1), (74, 93, 2), (45, 6, 4), (4, 49, 4), (49, 32, 1), (16, 51, 4), (73, 84, 4), (71, 48, 4), (60, 69, 4), (35, 82, 4), (82, 3, 3), (64, 63, 5), (87, 41, 5), (41, 77, 4), (70, 46, 5), (77, 47, 5), (95, 55, 6), (39, 75, 6), (21, 44, 6), (59, 27, 6), (70, 17, 6), (41, 94, 6), (94, 76, 3), (88, 91, 7), (10, 33, 7), (30, 19, 7), (71, 26, 7), (99, 85, 8), (69, 90, 8), (47, 66, 8), (21, 67, 10), (13, 92, 13)]",330
Kruskal's Algorithm (without queue),100,2349,0.005419299000003,"[(1, 18, 1), (1, 29, 1), (10, 89, 1), (11, 68, 1), (11, 27, 1), (11, 62, 1), (11, 29, 1), (12, 44, 1), (13, 85, 1), (14, 50, 1), (17, 56, 1), (19, 70, 1), (22, 52, 1), (24, 52, 1), (24, 92, 1), (27, 72, 1), (33, 69, 1), (38, 46, 1), (39, 64, 1), (39, 54, 1), (43, 85, 1), (45, 63, 1), (57, 67, 1), (57, 83, 1), (64, 84, 1), (71, 87, 1), (77, 98, 1), (0, 55, 2), (3, 87, 2), (9, 94, 2), (10, 59, 2), (12, 87, 2), (14, 31, 2), (15, 39, 2), (19, 77, 2), (22, 96, 2), (22, 76, 2), (28, 73, 2), (29, 94, 2), (36, 62, 2), (41, 70, 2), (44, 79, 2), (45, 96, 2), (45, 57, 2), (46, 88, 2), (48, 91, 2), (49, 69, 2), (73, 75, 2), (73, 84, 2), (81, 98, 2), (92, 95, 2), (1, 14, 3), (1, 45, 3), (5, 63, 3), (5, 79, 3), (8, 99, 3), (11, 33, 3), (14, 41, 3), (17, 19, 3), (19, 84, 3), (21, 65, 3), (21, 77, 3), (21, 55, 3), (26, 90, 3), (30, 74, 3), (32, 68, 3), (37, 44, 3), (38, 93, 3), (39, 93, 3), (42, 91, 3), (58, 71, 3), (75, 89, 3), (80, 93, 3), (87, 99, 3), (6, 24, 4), (11, 25, 4), (20, 54, 4), (26, 80, 4), (26, 34, 4), (2, 38, 5), (4, 91, 5), (4, 86, 5), (4, 40, 5), (7, 90, 5), (13, 98, 5), (30, 83, 5), (42, 78, 5), (43, 61, 5), (47, 53, 5), (55, 78, 5), (23, 79, 6), (32, 82, 6), (47, 60, 6), (16, 81, 7), (63, 97, 7), (53, 66, 8), (8, 47, 9), (35, 77, 9), (41, 51, 10)]",287
Prim's Algorithm (without queue),100,2349,0.015193541999999,"[(0, 55, 2), (55, 21, 3), (21, 65, 3), (21, 77, 3), (77, 98, 1), (77, 19, 2), (19, 70, 1), (98, 81, 2), (70, 41, 2), (19, 84, 3), (84, 64, 1), (64, 39, 1), (39, 54, 1), (84, 73, 2), (39, 15, 2), (73, 75, 2), (73, 28, 2), (19, 17, 3), (17, 56, 1), (70, 93, 3), (41, 14, 3), (14, 50, 1), (14, 31, 2), (75, 89, 3), (89, 10, 1), (10, 59, 2), (93, 38, 3), (38, 46, 1), (46, 88, 2), (93, 80, 3), (14, 1, 3), (1, 18, 1), (1, 29, 1), (29, 11, 1), (11, 68, 1), (11, 27, 1), (11, 62, 1), (27, 72, 1), (29, 94, 2), (62, 36, 2), (94, 9, 2), (88, 79, 3), (79, 44, 2), (44, 12, 1), (12, 87, 2), (87, 71, 1), (87, 3, 2), (1, 45, 3), (45, 63, 1), (45, 96, 2), (45, 57, 2), (57, 67, 1), (57, 83, 1), (96, 22, 2), (22, 52, 1), (52, 24, 1), (24, 92, 1), (22, 76, 2), (92, 95, 2), (11, 33, 3), (33, 69, 1), (69, 49, 2), (68, 32, 3), (79, 5, 3), (44, 37, 3), (87, 99, 3), (71, 58, 3), (99, 8, 3), (98, 26, 4), (26, 90, 3), (64, 34, 4), (54, 20, 4), (11, 25, 4), (24, 6, 4), (55, 78, 5), (98, 13, 5), (13, 85, 1), (85, 43, 1), (38, 2, 5), (79, 91, 5), (91, 48, 2), (91, 42, 3), (71, 30, 5), (30, 74, 3), (90, 7, 5), (43, 61, 5), (91, 4, 5), (4, 86, 5), (4, 40, 5), (79, 23, 6), (32, 82, 6), (81, 16, 7), (63, 97, 7), (77, 35, 9), (8, 47, 9), (47, 53, 5), (47, 60, 6), (53, 66, 8), (41, 51, 10)]",287
Kruskal's Algorithm (without queue),100,2399,0.005597818999995,"[(1, 41, 1), (3, 59, 1), (5, 72, 1), (7, 27, 1), (15, 90, 1), (17, 49, 1), (19, 33, 1), (24, 42, 1), (31, 83, 1), (37, 49, 1), (42, 76, 1), (46, 88, 1), (48, 69, 1), (51, 80, 1), (59, 77, 1), (64, 67, 1), (85, 87, 1), (88, 96, 1), (0, 3, 2), (1, 35, 2), (6, 28, 2), (7, 51, 2), (11, 61, 2), (18, 98, 2), (19, 39, 2), (20, 96, 2), (23, 48, 2), (28, 71, 2), (30, 49, 2), (32, 75, 2), (39, 63, 2), (40, 72, 2), (42, 44, 2), (44, 51, 2), (56, 67, 2), (56, 92, 2), (58, 83, 2), (59, 75, 2), (65, 75, 2), (68, 80, 2), (0, 9, 3), (1, 58, 3), (3, 57, 3), (4, 42, 3), (4, 16, 3), (5, 59, 3), (6, 40, 3), (10, 44, 3), (12, 83, 3), (13, 17, 3), (13, 43, 3), (13, 97, 3), (14, 44, 3), (14, 55, 3), (21, 59, 3), (25, 30, 3), (26, 56, 3), (33, 52, 3), (37, 52, 3), (40, 44, 3), (43, 93, 3), (49, 95, 3), (52, 89, 3), (56, 79, 3), (63, 75, 3), (64, 65, 3), (71, 88, 3), (83, 95, 3), (0, 60, 4), (9, 73, 4), (17, 66, 4), (17, 61, 4), (18, 21, 4), (57, 87, 4), (67, 84, 4), (70, 98, 4), (79, 82, 4), (32, 54, 5), (47, 49, 5), (49, 94, 5), (50, 68, 5), (53, 80, 5), (62, 71, 5), (72, 86, 5), (17, 69, 6), (27, 91, 6), (37, 45, 6), (63, 90, 6), (2, 29, 7), (8, 40, 7), (25, 99, 7), (2, 3, 8), (38, 61, 8), (20, 78, 9), (22, 56, 9), (65, 81, 10), (25, 34, 13), (74, 89, 14), (36, 47, 15)]",348
Prim's Algorithm (without queue),100,2399,0.014805307000003,"[(0, 3, 2), (3, 59, 1), (59, 77, 1), (59, 75, 2), (75, 65, 2), (75, 32, 2), (0, 9, 3), (3, 57, 3), (59, 5, 3), (5, 72, 1), (72, 40, 2), (59, 21, 3), (75, 63, 3), (63, 39, 2), (39, 19, 2), (19, 33, 1), (65, 64, 3), (64, 67, 1), (67, 56, 2), (56, 92, 2), (40, 6, 3), (6, 28, 2), (28, 71, 2), (40, 44, 3), (44, 42, 2), (42, 76, 1), (42, 24, 1), (44, 51, 2), (51, 80, 1), (51, 7, 2), (7, 27, 1), (80, 68, 2), (33, 52, 3), (56, 26, 3), (56, 79, 3), (71, 88, 3), (88, 46, 1), (88, 96, 1), (96, 20, 2), (44, 10, 3), (44, 14, 3), (42, 4, 3), (80, 55, 3), (52, 89, 3), (52, 37, 3), (37, 49, 1), (49, 17, 1), (49, 30, 2), (4, 16, 3), (49, 95, 3), (17, 13, 3), (30, 25, 3), (95, 83, 3), (83, 31, 1), (83, 58, 2), (13, 43, 3), (13, 97, 3), (83, 12, 3), (58, 1, 3), (1, 41, 1), (1, 35, 2), (43, 93, 3), (0, 60, 4), (9, 73, 4), (57, 87, 4), (87, 85, 1), (21, 18, 4), (18, 98, 2), (67, 84, 4), (76, 61, 4), (61, 11, 2), (79, 82, 4), (17, 66, 4), (98, 70, 4), (32, 54, 5), (72, 86, 5), (71, 62, 5), (80, 53, 5), (68, 50, 5), (49, 94, 5), (49, 47, 5), (63, 90, 6), (90, 15, 1), (27, 91, 6), (37, 45, 6), (17, 69, 6), (69, 48, 1), (48, 23, 2), (40, 8, 7), (25, 99, 7), (3, 2, 8), (2, 29, 7), (61, 38, 8), (56, 22, 9), (20, 78, 9), (65, 81, 10), (25, 34, 13), (89, 74, 14), (47, 36, 15)]",348
Kruskal's Algorithm (without queue),100,2449,0.006046595000001,"[(2, 29, 1), (5, 90, 1), (5, 21, 1), (5, 32, 1), (6, 79, 1), (7, 16, 1), (14, 56, 1), (15, 80, 1), (17, 19, 1), (20, 54, 1), (23, 44, 1), (24, 46, 1), (24, 50, 1), (30, 62, 1), (30, 69, 1), (30, 90, 1), (34, 73, 1), (41, 84, 1), (42, 91, 1), (45, 53, 1), (47, 99, 1), (50, 74, 1), (53, 85, 1), (54, 74, 1), (58, 93, 1), (58, 62, 1), (61, 73, 1), (62, 83, 1), (63, 76, 1), (67, 69, 1), (96, 97, 1), (1, 39, 2), (3, 31, 2), (6, 26, 2), (9, 16, 2), (11, 46, 2), (12, 62, 2), (27, 35, 2), (31, 67, 2), (37, 90, 2), (41, 82, 2), (61, 67, 2), (64, 89, 2), (71, 95, 2), (74, 93, 2), (85, 96, 2), (0, 20, 3), (1, 81, 3), (1, 34, 3), (2, 61, 3), (5, 38, 3), (11, 36, 3), (12, 16, 3), (28, 57, 3), (33, 77, 3), (35, 96, 3), (38, 64, 3), (45, 93, 3), (55, 59, 3), (65, 75, 3), (0, 68, 4), (5, 15, 4), (5, 76, 4), (10, 83, 4), (17, 52, 4), (22, 87, 4), (25, 40, 4), (25, 95, 4), (26, 61, 4), (28, 90, 4), (33, 44, 4), (34, 43, 4), (35, 78, 4), (36, 41, 4), (40, 50, 4), (56, 64, 4), (72, 84, 4), (91, 98, 4), (20, 94, 5), (22, 56, 5), (28, 77, 5), (28, 75, 5), (40, 49, 5), (43, 70, 5), (44, 51, 5), (48, 57, 5), (57, 66, 5), (8, 28, 6), (32, 92, 6), (34, 60, 6), (55, 77, 6), (13, 16, 8), (17, 25, 8), (18, 46, 8), (27, 91, 8), (75, 99, 8), (2, 4, 9), (57, 86, 9), (55, 88, 11)]",313
Prim's Algorithm (without queue),100,2449,0.015690343999999,"[(0, 20, 3), (20, 54, 1), (54, 74, 1), (74, 50, 1), (50, 24, 1), (24, 46, 1), (74, 93, 2), (93, 58, 1), (58, 62, 1), (62, 30, 1), (62, 83, 1), (30, 69, 1), (30, 90, 1), (69, 67, 1), (90, 5, 1), (5, 21, 1), (5, 32, 1), (46, 11, 2), (62, 12, 2), (90, 37, 2), (67, 31, 2), (67, 61, 2), (61, 73, 1), (73, 34, 1), (31, 3, 2), (54, 38, 3), (93, 45, 3), (45, 53, 1), (53, 85, 1), (85, 96, 2), (96, 97, 1), (11, 36, 3), (12, 16, 3), (16, 7, 1), (16, 9, 2), (61, 2, 3), (2, 29, 1), (34, 1, 3), (1, 39, 2), (38, 64, 3), (64, 89, 2), (96, 35, 3), (35, 27, 2), (1, 81, 3), (0, 68, 4), (50, 40, 4), (24, 80, 4), (80, 15, 1), (46, 71, 4), (71, 95, 2), (83, 10, 4), (90, 28, 4), (28, 57, 3), (5, 76, 4), (76, 63, 1), (61, 26, 4), (26, 6, 2), (6, 79, 1), (34, 43, 4), (36, 41, 4), (41, 84, 1), (41, 82, 2), (64, 56, 4), (56, 14, 1), (35, 78, 4), (40, 25, 4), (84, 72, 4), (20, 94, 5), (36, 87, 5), (87, 22, 4), (40, 49, 5), (28, 77, 5), (77, 33, 3), (33, 44, 4), (44, 23, 1), (28, 75, 5), (75, 65, 3), (57, 66, 5), (57, 48, 5), (43, 70, 5), (72, 51, 5), (32, 92, 6), (34, 60, 6), (81, 55, 6), (55, 59, 3), (28, 8, 6), (46, 18, 8), (16, 13, 8), (27, 91, 8), (91, 42, 1), (91, 98, 4), (25, 17, 8), (17, 19, 1), (17, 52, 4), (75, 99, 8), (99, 47, 1), (2, 4, 9), (57, 86, 9), (55, 88, 11)]",313
Kruskal's Algorithm (without queue),100,2499,0.005325535000004,"[(0, 97, 1), (1, 8, 1), (3, 17, 1), (4, 50, 1), (5, 57, 1), (6, 14, 1), (8, 15, 1), (11, 46, 1), (11, 84, 1), (17, 29, 1), (18, 47, 1), (20, 53, 1), (24, 66, 1), (28, 88, 1), (33, 74, 1), (36, 86, 1), (38, 62, 1), (41, 52, 1), (42, 68, 1), (43, 83, 1), (45, 74, 1), (47, 93, 1), (47, 57, 1), (48, 75, 1), (55, 64, 1), (69, 77, 1), (76, 81, 1), (83, 94, 1), (4, 33, 2), (6, 66, 2), (7, 12, 2), (7, 79, 2), (10, 54, 2), (11, 72, 2), (13, 60, 2), (13, 59, 2), (23, 93, 2), (25, 77, 2), (28, 41, 2), (37, 98, 2), (37, 99, 2), (42, 85, 2), (47, 89, 2), (47, 84, 2), (57, 92, 2), (60, 61, 2), (60, 77, 2), (64, 65, 2), (85, 87, 2), (90, 94, 2), (1, 74, 3), (1, 40, 3), (9, 27, 3), (9, 59, 3), (13, 15, 3), (23, 82, 3), (26, 59, 3), (29, 51, 3), (29, 99, 3), (30, 94, 3), (51, 71, 3), (52, 94, 3), (57, 75, 3), (63, 81, 3), (80, 96, 3), (85, 97, 3), (0, 74, 4), (4, 22, 4), (4, 16, 4), (5, 73, 4), (10, 56, 4), (11, 53, 4), (12, 74, 4), (13, 43, 4), (20, 67, 4), (23, 26, 4), (31, 70, 4), (34, 62, 4), (34, 91, 4), (35, 77, 4), (36, 98, 4), (48, 70, 4), (49, 69, 4), (56, 62, 4), (73, 80, 4), (91, 95, 4), (91, 99, 4), (92, 95, 4), (6, 27, 5), (15, 65, 5), (18, 63, 5), (21, 54, 5), (32, 99, 5), (33, 44, 5), (2, 9, 6), (4, 58, 6), (39, 86, 6), (55, 78, 8), (19, 43, 9)]",273
Prim's Algorithm (without queue),100,2499,0.017560552999996,"[(0, 97, 1), (97, 85, 3), (85, 42, 2), (42, 68, 1), (85, 87, 2), (0, 74, 4), (74, 45, 1), (74, 33, 1), (33, 4, 2), (4, 50, 1), (74, 1, 3), (1, 8, 1), (8, 15, 1), (1, 40, 3), (15, 13, 3), (13, 60, 2), (13, 59, 2), (60, 61, 2), (60, 77, 2), (77, 69, 1), (77, 25, 2), (59, 26, 3), (59, 9, 3), (9, 27, 3), (74, 35, 4), (74, 12, 4), (12, 7, 2), (7, 79, 2), (4, 22, 4), (4, 16, 4), (13, 43, 4), (43, 83, 1), (83, 94, 1), (94, 90, 2), (94, 52, 3), (52, 41, 1), (41, 28, 2), (28, 88, 1), (94, 30, 3), (69, 49, 4), (26, 23, 4), (23, 93, 2), (93, 47, 1), (47, 18, 1), (47, 57, 1), (57, 5, 1), (47, 89, 2), (47, 84, 2), (84, 11, 1), (11, 46, 1), (57, 92, 2), (11, 72, 2), (23, 82, 3), (57, 75, 3), (75, 48, 1), (94, 98, 4), (98, 37, 2), (37, 99, 2), (99, 29, 3), (29, 17, 1), (17, 3, 1), (29, 51, 3), (51, 71, 3), (5, 73, 4), (11, 53, 4), (53, 20, 1), (92, 95, 4), (48, 70, 4), (98, 36, 4), (36, 86, 1), (99, 91, 4), (73, 80, 4), (80, 96, 3), (20, 67, 4), (70, 31, 4), (91, 34, 4), (34, 62, 4), (62, 38, 1), (62, 56, 4), (56, 10, 4), (10, 54, 2), (45, 65, 5), (65, 64, 2), (64, 55, 1), (33, 44, 5), (40, 63, 5), (63, 81, 3), (81, 76, 1), (27, 6, 5), (6, 14, 1), (6, 66, 2), (66, 24, 1), (99, 32, 5), (54, 21, 5), (74, 39, 6), (4, 58, 6), (40, 2, 6), (55, 78, 8), (43, 19, 9)]",273
Kruskal's Algorithm (without queue),100,2549,0.006611895999995,"[(0, 22, 1), (3, 34, 1), (8, 22, 1), (10, 23, 1), (10, 88, 1), (17, 56, 1), (19, 67, 1), (23, 68, 1), (23, 85, 1), (26, 97, 1), (30, 80, 1), (33, 74, 1), (34, 65, 1), (34, 39, 1), (35, 99, 1), (37, 52, 1), (39, 79, 1), (40, 43, 1), (43, 88, 1), (45, 61, 1), (47, 65, 1), (47, 72, 1), (48, 91, 1), (55, 61, 1), (55, 70, 1), (55, 63, 1), (57, 74, 1), (75, 89, 1), (80, 96, 1), (90, 97, 1), (1, 97, 2), (2, 73, 2), (2, 92, 2), (3, 87, 2), (3, 64, 2), (5, 13, 2), (7, 53, 2), (9, 92, 2), (11, 40, 2), (13, 71, 2), (17, 97, 2), (17, 67, 2), (22, 44, 2), (24, 61, 2), (25, 97, 2), (26, 45, 2), (32, 40, 2), (33, 43, 2), (34, 99, 2), (36, 85, 2), (37, 71, 2), (40, 98, 2), (42, 81, 2), (44, 50, 2), (46, 90, 2), (53, 54, 2), (53, 80, 2), (54, 69, 2), (57, 89, 2), (58, 92, 2), (61, 86, 2), (3, 57, 3), (7, 62, 3), (10, 66, 3), (12, 41, 3), (14, 91, 3), (14, 52, 3), (15, 40, 3), (15, 83, 3), (16, 89, 3), (19, 91, 3), (24, 30, 3), (27, 83, 3), (30, 88, 3), (35, 50, 3), (42, 65, 3), (43, 58, 3), (4, 82, 4), (6, 8, 4), (10, 51, 4), (12, 58, 4), (18, 39, 4), (21, 50, 4), (24, 84, 4), (27, 29, 4), (55, 93, 4), (77, 90, 4), (10, 78, 5), (11, 60, 5), (0, 59, 6), (4, 54, 6), (8, 94, 6), (20, 60, 6), (31, 58, 6), (38, 66, 6), (48, 95, 6), (36, 49, 7), (41, 76, 7), (28, 61, 8)]",254
Prim's Algorithm (without queue),100,2549,0.015003544000002,"[(0, 22, 1), (22, 8, 1), (22, 44, 2), (44, 50, 2), (50, 35, 3), (35, 99, 1), (99, 34, 2), (34, 65, 1), (34, 3, 1), (34, 39, 1), (65, 47, 1), (39, 79, 1), (47, 72, 1), (3, 87, 2), (3, 64, 2), (35, 91, 3), (91, 48, 1), (34, 61, 3), (61, 55, 1), (61, 45, 1), (55, 70, 1), (55, 63, 1), (61, 24, 2), (61, 86, 2), (45, 26, 2), (26, 97, 1), (97, 90, 1), (97, 17, 2), (17, 56, 1), (97, 1, 2), (97, 25, 2), (90, 46, 2), (17, 67, 2), (67, 19, 1), (65, 42, 3), (42, 81, 2), (3, 57, 3), (57, 74, 1), (74, 33, 1), (57, 89, 2), (89, 75, 1), (33, 43, 2), (43, 88, 1), (43, 40, 1), (88, 10, 1), (10, 23, 1), (23, 68, 1), (23, 85, 1), (40, 98, 2), (40, 11, 2), (40, 32, 2), (85, 36, 2), (87, 83, 3), (91, 14, 3), (24, 30, 3), (30, 80, 1), (80, 96, 1), (80, 53, 2), (53, 54, 2), (53, 7, 2), (54, 69, 2), (81, 73, 3), (73, 2, 2), (2, 92, 2), (92, 58, 2), (92, 9, 2), (89, 16, 3), (40, 15, 3), (10, 66, 3), (83, 27, 3), (14, 52, 3), (52, 37, 1), (37, 71, 2), (71, 13, 2), (13, 5, 2), (7, 62, 3), (8, 6, 4), (50, 21, 4), (39, 18, 4), (55, 93, 4), (24, 84, 4), (97, 29, 4), (90, 77, 4), (10, 51, 4), (58, 12, 4), (12, 41, 3), (33, 60, 5), (10, 78, 5), (0, 59, 6), (8, 94, 6), (48, 95, 6), (54, 4, 6), (4, 82, 4), (58, 31, 6), (66, 38, 6), (60, 20, 6), (36, 49, 7), (41, 76, 7), (61, 28, 8)]",254
Kruskal's Algorithm (without queue),100,2599,0.006001664000003,"[(5, 22, 1), (6, 67, 1), (6, 89, 1), (8, 48, 1), (11, 99, 1), (12, 38, 1), (12, 87, 1), (14, 68, 1), (14, 71, 1), (16, 98, 1), (20, 37, 1), (21, 68, 1), (22, 39, 1), (22, 74, 1), (23, 28, 1), (28, 64, 1), (28, 85, 1), (30, 76, 1), (31, 46, 1), (35, 83, 1), (40, 91, 1), (53, 82, 1), (57, 92, 1), (58, 97, 1), (64, 97, 1), (67, 68, 1), (2, 71, 2), (2, 19, 2), (3, 9, 2), (4, 49, 2), (5, 78, 2), (5, 25, 2), (6, 47, 2), (8, 81, 2), (13, 98, 2), (15, 34, 2), (15, 98, 2), (18, 79, 2), (21, 53, 2), (22, 29, 2), (24, 44, 2), (27, 48, 2), (27, 53, 2), (28, 60, 2), (40, 95, 2), (44, 70, 2), (45, 47, 2), (51, 59, 2), (69, 88, 2), (76, 97, 2), (82, 94, 2), (7, 25, 3), (9, 96, 3), (17, 54, 3), (22, 61, 3), (31, 65, 3), (34, 84, 3), (34, 93, 3), (35, 41, 3), (38, 64, 3), (42, 94, 3), (43, 60, 3), (49, 96, 3), (50, 97, 3), (52, 64, 3), (56, 65, 3), (56, 96, 3), (60, 95, 3), (60, 68, 3), (65, 70, 3), (0, 30, 4), (1, 91, 4), (4, 97, 4), (10, 30, 4), (10, 69, 4), (14, 74, 4), (16, 77, 4), (16, 65, 4), (18, 21, 4), (19, 83, 4), (20, 52, 4), (23, 55, 4), (26, 70, 4), (28, 54, 4), (35, 66, 4), (47, 59, 4), (0, 86, 5), (5, 90, 5), (53, 72, 5), (5, 57, 6), (15, 73, 6), (63, 81, 6), (2, 33, 7), (11, 15, 7), (30, 80, 7), (32, 68, 8), (43, 62, 8), (36, 70, 11), (2, 75, 14)]",292
